,test-acc,test-auc,test-eer,model,task,version,method
43,0.7337239980697632,0.7390174865722656,0.3603603541851043,Wave2Vec2,ASV2021_inner,7,1AR
44,0.7355552315711975,0.7514294385910034,0.3429920673370361,Wave2Vec2,ASV2021_inner,7,2Non-AR
45,0.724075973033905,0.8243943452835083,0.3074754178524017,Wave2Vec2,ASV2021_inner,7,3traditional
46,0.7671309113502502,0.8423996567726135,0.2650436758995056,Wave2Vec2,ASV2021_inner,7,4unknown
47,0.661756694316864,0.5889080762863159,0.4319510459899902,Wave2Vec2,ASV2021_inner,7,5concat
48,0.8959721326828003,0.7712845802307129,0.3487120866775512,Wave2Vec2,ASV2021_inner,7,6whole
49,0.7197310924530029,0.6197128295898438,0.4338556826114654,Wave2Vec2,ASV2021_inner,8,0inner
50,0.7306994199752808,0.7185964584350586,0.3681314885616302,Wave2Vec2,ASV2021_inner,8,1AR
51,0.735222339630127,0.7212046384811401,0.3734455704689026,Wave2Vec2,ASV2021_inner,8,2Non-AR
52,0.7259138226509094,0.7441363334655762,0.3842518031597137,Wave2Vec2,ASV2021_inner,8,3traditional
53,0.7703261375427246,0.6944009065628052,0.3902069926261902,Wave2Vec2,ASV2021_inner,8,4unknown
54,0.6527112126350403,0.5621346831321716,0.4344955682754516,Wave2Vec2,ASV2021_inner,8,5concat
55,0.889957845211029,0.7056524753570557,0.3984127938747406,Wave2Vec2,ASV2021_inner,8,6whole
56,0.7164081931114197,0.5941902995109558,0.4324433505535126,Wave2Vec2,ASV2021_inner,9,0inner
57,0.7311909198760986,0.725674569606781,0.3844990134239197,Wave2Vec2,ASV2021_inner,9,1AR
58,0.7334837317466736,0.7251856327056885,0.3882173895835876,Wave2Vec2,ASV2021_inner,9,2Non-AR
59,0.7290177941322327,0.6616188287734985,0.3989409208297729,Wave2Vec2,ASV2021_inner,9,3traditional
60,0.7720279097557068,0.7248316407203674,0.377069890499115,Wave2Vec2,ASV2021_inner,9,4unknown
61,0.6493005752563477,0.566013753414154,0.433876633644104,Wave2Vec2,ASV2021_inner,9,5concat
62,0.8871378302574158,0.6971241235733032,0.3998923897743225,Wave2Vec2,ASV2021_inner,9,6whole
63,0.7448628544807434,0.8797541856765747,0.2368072122335434,Wave2Vec2,ASV2021_inner,10,0inner
64,0.7494896054267883,0.7560663223266602,0.3502457439899444,Wave2Vec2,ASV2021_inner,10,1AR
65,0.7573795914649963,0.7261772751808167,0.3719826638698578,Wave2Vec2,ASV2021_inner,10,2Non-AR
66,0.7355523705482483,0.760331928730011,0.3517639636993408,Wave2Vec2,ASV2021_inner,10,3traditional
67,0.7751536965370178,0.7363815307617188,0.357563853263855,Wave2Vec2,ASV2021_inner,10,4unknown
68,0.678562581539154,0.9181976318359376,0.1583479791879654,Wave2Vec2,ASV2021_inner,10,5concat
69,0.9134411215782166,0.7604824304580688,0.351775586605072,Wave2Vec2,ASV2021_inner,10,6whole
